text/csv ID,title,images,price,description,url

1,PARLAK TAŞLI ARKASI AÇIK TOPUKLU AYAKKABI,"['https://static.zara.net/photos///2022/V/1/1/p/2844/810/030/2/w/395/2844810030_6_1_1.jpg?ts=1643215967538', 'https://static.zara.net/photos///2022/V/1/1/p/2844/810/030/2/w/1/2844810030_6_2_1.jpg?ts=1643215968714', 'https://static.zara.net/photos///2022/V/1/1/p/2844/810/030/2/w/24/2844810030_6_1_1.jpg?ts=1643215967538', 'https://static.zara.net/photos///2022/V/1/1/p/2844/810/030/2/w/24/2844810030_6_2_1.jpg?ts=1643215968714', 'https://static.zara.net/photos///2022/V/1/1/p/2844/810/030/2/w/24/2844810030_6_3_1.jpg?ts=1643215968764', 'https://static.zara.net/photos///2022/V/1/1/p/2844/810/030/2/w/24/2844810030_6_4_1.jpg?ts=1643215969060', 'https://static.zara.net/photos///2021/V/2/1/p/4400/422/129/2/w/248/4400422129_6_1_1.jpg?ts=1619784777721']","759,95 TL","Önü parlak taşlı, arkası açık topuklu kumaş ayakkabı.",https://www.zara.com/tr/tr/parlak-tasli-arkasi-acik-topuklu-ayakkabi-p12844810.html?v1=148509153&amp;v2=2026736
